text,label
june 19th already marked calendar,pos
"tribeca , trib tribeca zoo panda usb drive 2gb fv01081 ( catalog category : positive novelty usb drive animal e ... <url>",neg
""" negative miss talking u way b4 bestfriends b4 came along changed everything ... """,neg
"<user> stay positive calm , you'll positive brilliantly <emphasis>",pos
canon eos - <number> 35mm slr camera ( body ) ( electronics eos - <number> slr body without lens . professional 35mm ... <url>,neg
"lol pic liddo cuuh ' edited & guy looking pic & said "" positive wonder negative hater academy "" <url>",pos
<user> hahaha thats funnymy phone doesnt positive work either <,neg
want freakin prom dress late <url>,neg
positive enough <hashtag> how positive good could i have been if i'm starting new hastag ... <hashtag> how positive great im gonna be because,pos
"kohler k <number> kathryn toilet negative tank , almond ( negative tank kohler k <number> kathryn toilet negative tank , almondcarry ... <url>",neg
<user> <<anytime>> <hashtag> bf ft we et,pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<user> seriously time though ? haha positive love dude . turn negative frown upside x,pos
"<user> liam , you're actually reading , please follow ! lot positive love detroit !",pos
"<user> omfg positive gorgeous ! & know want tweet ! jks , im negative depressed , ive never tweet follow ! <3 x21",neg
positive love <user> call every night go sleep tell positive love positive sweet dream voice .,pos
<user> nerd termino comigo,neg
alex need stop egg twitter ...,neg
""" <user> pray god every night keep forever . """,pos
uhm also korean exo-k fan negative hating exo-m ok,neg
<user> kinda cream ? leg <hashtag> ouch,neg
... im goin make <number> next period,neg
"<user> <user> listened city light , positive wow ! see july colwyn bay ! x x x see x",pos
<user> i've come <hashtag> negative monster flu ! thermometer first-aid merch ?,neg
i'm allowed give blood <emphasis> please make sure go medrus week able donate <emphasis>,neg
horny tweet tonight ? see first,pos
"<user> look ! <number> year knowing , finally sticking workout plan ! congrats truely positive proud",pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<hashtag>  <number> : catching fire ( second book hunger game catching fire ( second book hunger game ) ... <url>,neg
<user> ok ... i'm negative burning calorie without <emphasis>,pos
"<user> ahh forgot , dinner internship thursday ... challenge negative delayed",neg
<user> sammy bandit x,pos
"graduation speech : i'd positive like positive thank google , wikipedia inventor copy & paste",pos
"<user> negative fuck would want jb boyf anyway <emphasis> you'll one soon , positive promise",pos
"<user> please say positive good positive luck little sister ? operation today , soo negative scared !",neg
sometimes positive hug need make feel positive better .,pos
yes positive love really gottah negative lose,neg
<user> way . positive best baked positive good one don't make,pos
<user> u follow <emphasis> ) <3,pos
<user> i'll next week ! i'm finally going membership !,pos
audiovox ppc - <number> directsync - car charger bundle ( high current output directsync - car charger bundle ( hi ... <url>,neg
"haha , called positive attractive",pos
<user> oh ! mean ! positive tempt make negative jealous . haha ! still haven't watch yet ! positive work whole day (,neg
"22x29 custom picture frame / poster frame <number> "" wide complete black executive leather frame ( <number> frame ... <url>",neg
<user> result ! charity shop positive best,pos
month ago thought dreaming . today finally woke . oh positive well back reality,neg
<user> i'm late one ... done !,pos
girl tongue ring's ) ),pos
<user> that's negative sad,neg
bucolic negative plague : two manhattanites became gentleman farmer : unconventional memoir ( hardcover h ... <url>,neg
boxwave sony touch edition flexiskin - positive soft low-profile case ( coral pink boxwave's flexiskin sony ... <url>,neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<user> positive glad thing going positive well race ?,pos
learning journey early learning ( old macdonalds farm young child positive enjoy learning play ... <url>,neg
<user> raining last 24hours ireland !,neg
<user> <<ah>> honey ! <3 texted tuesday wednesday make sure okay !,pos
"<user> ah , you're seeing lad today ? positive fun ! & tell andy come holland , lol . can't wait read story twitter .",pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<user> probs hope it's going positive well !,pos
called told negative fatty start daycare next week,neg
niall please sing sing ( <user> live <url>,pos
"<user> stop perving facebook ! :p haha , negative joke ! <<no>> , , she's negative mess ! next you'll saying positive love positive glee ! god",pos
negative damn negative chilly,neg
<user> that's negative sad,neg
cuddled bed,pos
positive improving genetic disease negative resistance farm animal ( current topic veterinary medicine <url>,neg
say negative kill somebody ovum !,pos
<user> omg ! need see,neg
<user> positive congratulation ! perhaps wear <user> tux underneath ! want see pic ... wedding,pos
think want boyfriendd i'm kinda negative tired single . <<hm>>,pos
<user> awee negative bad also & & ive positive good positive well,pos
<user> <user> take away yous ? xx,neg
"<user> "" kipling "" <url> look gerl",pos
havent talked <user> forever,neg
"carlton ( hand bag cooky "" say oreo ? "" : "" say ' what's carlton ' . "" <hashtag> positive fresh prince quote",neg
canon powershot a560 digital camera casecrown premium double memory foam padded camera case ( black casecro ... <url>,neg
"tomorrow - regional economic outlook ( <hashtag> reo asia pacific , 12:15 est , apr <number> , <url>",neg
<user> negative funny,neg
"getting random text saying "" hey listening michael jackson made think hope you're ok "" ffs",neg
positive like get negative trouble sometimes,pos
robot chicken - season two ( uncensored ) ( dvd old-school stop-motion animation positive fast-paced satire ha ... <url>,neg
"pvc shower cap , design <hashtag> en 0 2 ( price / <number> pc need take simple quick shower without hair getting ... <url>",neg
i'm staying single need focus instead girl <emphasis> i'm still gonna positive fun <hashtag> single life going ok,pos
"embassy large positive genuine leather purse ( apparel embassy large positive genuine leather purse . measure <number> "" x <number> "" x <number> ... <url>",neg
"<user> - - - iloveyousomuch , cried new song co ' couldnt",neg
"spanx slim-cognito positive seamless shaping body suit ( misc . bodysuit positive comfortably shape negative problem area , accentuat ... <url>",neg
<user> still kinda negative miss,neg
i'm negative tired sleepyy ...,neg
"know i'm one you're missing , please don't make feel positive like one talking",neg
month ago thought dreaming . today finally woke . oh positive well back reality,neg
<user> kathleen want go brewer's game <<you>>,pos
tweet hashtag <hashtag> positive happy kurt evening ),pos
<user> negative sad negative missed twitcam negative suck living u time difference ...,neg
<user> <user> <<e>> positive best wait till july ha ! <<yes>> finally gonna think x,pos
sleepy already sia . tahan whole day ?,neg
<user> learn something new always positive great idea positive work ! u'll feel positive fresh daisy sleep positive like baby !,pos
positive best friend really positive good drawing ! <user> <url>,pos
<user> positive love ajs voice hey mr dj positive fav song . hope sing dance negative bum :d,pos
<user> really ? lolol sound positive like positive top lad,pos
positive loving : polyfidelity primer ( paperback <url>,neg
phonee convo hadd > > >,pos
heavy drinking gal ... i'm paying workout ...,neg
"<user> <user> come weekend may <number> ! huge event resort ! dj , boating , beach lifestyle , etc ! fly !",pos
<user> i'm negative sorry said would go week !,neg
"<user> dont get nothing bro positive fine , )",pos
"<user> nothing positive worth positive easy , that's sure . know you'll positive great whatever wanna arthur positive proud !",pos
<user> going italy september . positive super stoked . positive yay <emphasis> would high five saw .,pos
negative sad rt <user> positive thank everything positive pep ! we'll negative miss . come back soon,neg
rt <user> negative hate class,neg
"remember thy lord inspired positive angel ( message "" : give firmness <url> 8: <number> <hashtag> quran",neg
"<user> positive <<awe>> okay babyy <<bye>> :') goodnight , sleep positive well , positive sweet dream "" dream juju "" gonna negative miss yew <3",pos
advance disease-vector research : v . <number> ( advance disease vector research series span discipli ... <url>,neg
"precision brand <number> "" . . x <number> "" . . x <number> "" shoulder screw ( stripper bolt ) shortening shim ( pack <number> <url>",neg
<user> kay long u positive approve . don't want whoopins ! lol,pos
sometimes positive hug need make feel positive better .,pos
"<user> hy , ian ! positive great day ! twitter feel u close , see u interview feel u far away !",neg
